city,date,fare,ride_id
Victoriaport,1/29/2019,35.5,2186100000000.00
Mezachester,1/15/2019,16.6,3356050000000.00
Rodriguezview,2/14/2019,30.39,9180470000000.00
West Hannah,2/23/2019,23.5,7798760000000.00
Port Shane,3/17/2019,47.75,1417420000000.00
Colemanland,1/22/2019,46.43,3162070000000.00
Nicolechester,3/28/2019,26.22,122825000000.00
Josephside,1/2/2019,33.57,8530930000000.00
Lewisland,1/23/2019,26.69,4360440000000.00
South Teresa,2/11/2019,28.64,321468000000.00
West Kimmouth,2/18/2019,49.38,1631560000000.00
Davidfurt,3/9/2019,26.24,4652490000000.00
North Jeffrey,2/21/2019,22.96,6853850000000.00
East Kentstad,4/10/2019,21.38,9078910000000.00
Brandonfort,4/4/2019,21.56,8108430000000.00
Lewishaven,3/29/2019,14.21,126283000000.00
East Danielview,4/26/2019,40.76,2970660000000.00
Veronicaberg,4/2/2019,16.63,4528060000000.00
Lake Omar,5/5/2019,12.45,6384100000000.00
Lake Omar,4/13/2019,24.9,9454080000000.00
Josephside,3/18/2019,35.58,5452610000000.00
Port Shane,3/19/2019,40.39,910341000000.00
Rodriguezview,2/21/2019,36.37,4984770000000.00
East Kentstad,1/10/2019,24.65,7201950000000.00
Brandonfort,3/3/2019,46.01,2286160000000.00
North Timothy,3/17/2019,45.33,1758420000000.00
North Richardhaven,3/19/2019,18.01,2804270000000.00
East Danielview,2/4/2019,38.38,2528680000000.00
Colemanland,4/5/2019,43.91,389097000000.00
East Marymouth,3/13/2019,27.54,9783790000000.00
Lake Robertside,2/16/2019,47.31,6267380000000.00
North Jeffrey,4/27/2019,20.41,903067000000.00
East Danielview,3/27/2019,36,1410740000000.00
New Olivia,2/5/2019,35.76,5894790000000.00
Lake Robertside,2/12/2019,20.03,9626340000000.00
South Brenda,3/19/2019,48.98,8685640000000.00
Josephside,4/24/2019,42.58,1067620000000.00
West Kimmouth,3/5/2019,48.2,321833677.00
Barronchester,4/5/2019,33.5,91435348621.00
Bethanyland,3/6/2019,13.86,8571760000000.00
Lake Omar,2/20/2019,33.61,2721360000000.00
Williamsonville,4/28/2019,16.96,9631290000000.00
Colemanland,1/19/2019,24.4,6652560000000.00
Port Shane,1/30/2019,49.52,8262790000000.00
West Kimmouth,3/13/2019,18.72,9388330000000.00
Nicolechester,5/5/2019,15.43,8496650000000.00
Mezachester,4/19/2019,29.12,8894990000000.00
New Olivia,3/27/2019,34.54,4642970000000.00
East Danielview,1/25/2019,48.32,1831670000000.00
Brandonfort,4/15/2019,47.17,7388010000000.00
Port Shane,4/3/2019,15.59,127446000000.00
Colemanland,5/4/2019,12.62,4902710000000.00
South Teresa,3/5/2019,32.29,4981690000000.00
South Brenda,4/25/2019,23.6,1784020000000.00
East Aaronbury,4/11/2019,34.4,6540910000000.00
Sotoville,3/13/2019,14.36,8629530000000.00
West Hannah,1/21/2019,41.95,16507766547.00
South Teresa,3/9/2019,25.08,8136310000000.00
Bethanyland,4/2/2019,34.38,1783850000000.00
West Hannah,3/2/2019,13.92,7388940000000.00
Lake Robertside,4/3/2019,12.76,1301760000000.00
Colemanland,1/10/2019,27.7,8704070000000.00
East Marymouth,2/12/2019,47.41,7409660000000.00
New Raymond,2/11/2019,17.97,7551670000000.00
Randallchester,4/13/2019,43.22,1076080000000.00
North Holly,2/2/2019,12.42,1985260000000.00
Michaelberg,3/27/2019,54.85,4421840000000.00
Lake Latoyabury,2/23/2019,47.9,3269650000000.00
Lake Latoyabury,5/6/2019,51.8,4018030000000.00
Taylorhaven,4/6/2019,45.31,2275360000000.00
Garzaport,2/18/2019,36.16,2928340000000.00
New Ryantown,1/27/2019,42.68,7994600000000.00
Lake Latoyabury,4/2/2019,13.46,8232860000000.00
North Holly,2/16/2019,39.46,4571480000000.00
Bradshawfurt,3/6/2019,19.74,6080370000000.00
South Marychester,2/19/2019,32.72,1481750000000.00
Bradshawfurt,3/24/2019,57.51,2302000000000.00
Lake Latoyabury,1/22/2019,13.5,8493340000000.00
South Marychester,1/2/2019,52.12,3454020000000.00
Jessicaport,1/1/2019,43.69,2424880000000.00
South Jennifer,4/1/2019,21.63,9135980000000.00
South Marychester,2/21/2019,55.4,8822360000000.00
South Saramouth,2/20/2019,44.29,3622370000000.00
Lake Latoyabury,4/22/2019,38.46,1671920000000.00
Lake Jamie,3/13/2019,26.09,1599160000000.00
Newtonview,1/8/2019,19.39,5350350000000.00
Michaelberg,1/18/2019,15.12,1031700000000.00
Jessicaport,1/14/2019,18.05,5405360000000.00
South Marychester,1/15/2019,30.26,3837060000000.00
North Jaime,3/6/2019,44.17,1152200000000.00
Penaborough,2/24/2019,21.89,2069310000000.00
North Jaime,3/12/2019,23.21,5987450000000.00
Lake Latoyabury,4/16/2019,24.1,4896030000000.00
South Jennifer,3/7/2019,48.79,9730630000000.00
Taylorhaven,3/5/2019,38.18,8555320000000.00
Jessicaport,4/13/2019,39.89,6511240000000.00
South Marychester,3/27/2019,34.42,4230150000000.00
Penaborough,4/27/2019,38.33,547014000000.00
New Ryantown,4/18/2019,42.97,230914000000.00
North Jaime,4/4/2019,51.83,9116050000000.00
Harringtonfort,1/6/2019,47.33,3849750000000.00
South Jennifer,4/5/2019,32.2,683984000000.00
North Holly,1/4/2019,24.88,4195620000000.00
Newtonview,2/5/2019,45.02,7075370000000.00
Randallchester,2/19/2019,58.55,8004800000000.00
Bradshawfurt,3/24/2019,19.89,7867400000000.00
South Marychester,2/25/2019,54.66,3137560000000.00
Bradshawfurt,2/18/2019,34.32,8882000000000.00
Bradshawfurt,4/8/2019,55.19,1742950000000.00
Jessicaport,3/18/2019,33.72,3046890000000.00
Michaelberg,3/27/2019,38.62,364152000000.00
West Heather,3/12/2019,26.55,7035850000000.00
Garzaport,4/17/2019,17.31,6092410000000.00
North Jaime,2/1/2019,17.05,9481120000000.00
New Ryantown,2/4/2019,45.7,3570430000000.00
North Holly,4/21/2019,18.54,6259090000000.00
West Heather,2/22/2019,17.4,8702490000000.00
Taylorhaven,4/3/2019,38.92,8300450000000.00
Bradshawfurt,4/7/2019,49.7,5088810000000.00
Michaelberg,1/11/2019,16.42,8800560000000.00
Michaelberg,4/22/2019,19.27,26848733115.00
North Holly,3/28/2019,35.45,3262490000000.00
North Jaime,5/6/2019,41.18,7328090000000.00
North Jaime,4/4/2019,43.86,8195440000000.00
South Marychester,4/23/2019,25.94,2936620000000.00
North Holly,1/23/2019,40.24,3921870000000.00
Michaelberg,5/2/2019,52.71,5649530000000.00
West Heather,2/22/2019,33.38,5551690000000.00
Bradshawfurt,2/23/2019,37.05,2068420000000.00
Penaborough,1/14/2019,54.1,432926000000.00
New Ryantown,4/30/2019,50.81,5357550000000.00
Michaelberg,1/19/2019,38.68,103218000000.00
Taylorhaven,4/1/2019,54.65,9098060000000.00
South Jennifer,4/2/2019,14.11,3828270000000.00
Bradshawfurt,4/10/2019,19.07,739305000000.00
Taylorhaven,3/5/2019,29.45,2159380000000.00
Harringtonfort,2/17/2019,30.58,6835140000000.00
Randallchester,2/11/2019,25.78,9010610000000.00
New Ryantown,4/5/2019,50.98,4834860000000.00
Penaborough,2/3/2019,51.8,5383430000000.00
South Jennifer,4/10/2019,43.25,623929000000.00
Lake Jamie,4/30/2019,37.33,6755480000000.00
Harringtonfort,4/16/2019,17.39,4023960000000.00
South Jennifer,1/30/2019,37.05,9545380000000.00
Bradshawfurt,1/19/2019,56.78,1253400000000.00
Jessicaport,5/1/2019,22.44,3725280000000.00
Lake Latoyabury,3/29/2019,13.84,7906860000000.00
Lake Jamie,1/18/2019,43.57,1174960000000.00
Randallchester,3/25/2019,10.37,3216380000000.00
Harringtonfort,3/10/2019,19.02,6717310000000.00
Lake Latoyabury,1/24/2019,34.74,5962670000000.00
Taylorhaven,4/2/2019,47.07,8573150000000.00
South Jennifer,3/11/2019,49.82,1145340000000.00
Harringtonfort,2/26/2019,54.66,9201590000000.00
Newtonview,4/1/2019,26.73,3723530000000.00
Michaelberg,3/10/2019,56.48,3757070000000.00
Penaborough,1/22/2019,10.11,4129930000000.00
Lake Latoyabury,4/14/2019,11.94,2040670000000.00
North Jaime,4/27/2019,14.01,2156690000000.00
West Heather,2/4/2019,13.97,7118890000000.00
West Heather,4/18/2019,46.6,3671000000000.00
West Heather,3/2/2019,20.99,5766450000000.00
South Saramouth,1/28/2019,31.25,7118050000000.00
West Heather,3/6/2019,48.11,2570550000000.00
Garzaport,5/6/2019,18.9,8826700000000.00
South Saramouth,3/27/2019,11.87,170352000000.00
Randallchester,4/7/2019,10.79,1615470000000.00
Harringtonfort,1/9/2019,31.84,3730690000000.00
South Saramouth,4/12/2019,57.23,5081200000000.00
North Holly,1/3/2019,19.9,5559510000000.00
New Ryantown,5/5/2019,26.53,2302210000000.00
West Heather,2/2/2019,53.07,2462950000000.00
Lake Latoyabury,2/25/2019,16.18,8492920000000.00
South Marychester,1/19/2019,49.44,90058815985.00
Jessicaport,1/31/2019,58.29,623155000000.00
Michaelberg,3/22/2019,38.3,8032730000000.00
North Holly,4/18/2019,30.94,3441060000000.00
Michaelberg,3/13/2019,37.72,8842610000000.00
Lake Jamie,2/25/2019,28.65,5815760000000.00
Lake Jamie,4/19/2019,16.29,3518680000000.00
North Holly,3/18/2019,40.34,3787780000000.00
Michaelberg,1/27/2019,38.42,862622000000.00
Lake Jamie,4/29/2019,54.22,2489260000000.00
Bradshawfurt,1/30/2019,51.39,1328270000000.00
Michaelberg,4/29/2019,13.38,8550370000000.00
Lake Latoyabury,1/30/2019,20.76,9018730000000.00
North Jaime,2/10/2019,11.11,2781340000000.00
West Heather,5/7/2019,44.94,4256850000000.00
Newtonview,4/25/2019,55.84,9990580000000.00
